star_id,subtipo_rrlyrae,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,arquetipo_dominante,star_id_base,archivo_origen
OGLEIV_OGLE-LMC-RRLYR-22371,RRab,0.992162155554108,0.0,0.0,0.0,0.0,0.007837834948108788,1,OGLE-LMC-RRLYR-22371,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIV_OGLE-SMC-RRLYR-2306,RRab,0.0,0.0,0.9711991043131483,0.0,0.028800884968217526,0.0,3,OGLE-SMC-RRLYR-2306,datos\raw\periodos\OGLEIV\SMC\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-24124,RRc,0.0,0.0,0.0,0.1808858567638983,0.25515953314064166,0.5639546003748768,6,OGLE-LMC-RRLYR-24124,datos\raw\periodos\OGLEIV\LMC\RRc.dat
OGLEIII_OGLE-LMC-RRLYR-10633,RRab,0.0,0.0,0.2870802954935657,0.16859354449712188,0.544326149873081,0.0,5,OGLE-LMC-RRLYR-10633,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-33861,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999901011374,6,OGLE-BLG-RRLYR-33861,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIII_OGLE-BLG-RRLYR-09559,RRab,0.0,0.0,0.9999999895711322,0.0,0.0,0.0,3,OGLE-BLG-RRLYR-09559,datos\raw\periodos\OGLEIII\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-06086,RRc,0.0,0.0,0.0,0.0,0.9999999899775087,0.0,5,OGLE-LMC-RRLYR-06086,datos\raw\periodos\OGLEIV\LMC\RRc.dat
OGLEIII_OGLE-LMC-RRLYR-02372,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999897582933,6,OGLE-LMC-RRLYR-02372,datos\raw\periodos\OGLEIII\LMC\RRc.dat
OGLEIV_OGLE-LMC-RRLYR-14917,RRab,0.0,0.0,0.0,0.0,0.9999999895669911,0.0,5,OGLE-LMC-RRLYR-14917,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-02756,RRab,0.0,0.0,0.5837939091009098,0.0,0.4162060802909837,0.0,3,OGLE-LMC-RRLYR-02756,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-11116,RRab,0.9999999904402883,0.0,0.0,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-11116,datos\raw\periodos\OGLEIII\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-10254,RRab,0.022352182413420952,0.0,0.9776478074206512,0.0,0.0,0.0,3,OGLE-LMC-RRLYR-10254,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-05297,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999898897722,6,OGLE-LMC-RRLYR-05297,datos\raw\periodos\OGLEIV\LMC\RRc.dat
OGLEIII_OGLE-BLG-RRLYR-12257,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999903293872,6,OGLE-BLG-RRLYR-12257,datos\raw\periodos\OGLEIII\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-36019,RRab,0.643497996717801,0.0,0.0,0.35650199451413056,0.0,0.0,1,OGLE-BLG-RRLYR-36019,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-08620,RRab,0.9627031871516917,0.0,0.0,0.0,0.0,0.037296803530745354,1,OGLE-LMC-RRLYR-08620,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-13452,RRe,0.0,0.0,0.0,0.9504593260097277,0.0,0.04954066416218791,4,OGLE-LMC-RRLYR-13452,datos\raw\periodos\OGLEIII\LMC\RRe.dat
OGLEIV_OGLE-LMC-RRLYR-01229,RRab,0.9867433070486531,0.0,0.0,0.0,0.0,0.013256683188766502,1,OGLE-LMC-RRLYR-01229,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-SMC-RRLYR-1380,RRab,0.0,0.0,0.6840818789166575,0.01102847964947568,0.3048896311999502,0.0,3,OGLE-SMC-RRLYR-1380,datos\raw\periodos\OGLEIII\SMC\RRab.dat
OGLEIII_OGLE-SMC-RRLYR-0547,RRab,0.0,0.0,0.3982849708077089,0.0,0.6017150193584367,0.0,5,OGLE-SMC-RRLYR-0547,datos\raw\periodos\OGLEIII\SMC\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-08180,RRab,0.3111886833362003,0.5912829085636255,0.0280153284048355,0.0,0.0,0.06951307073267385,2,OGLE-BLG-RRLYR-08180,datos\raw\periodos\OGLEIII\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-12255,RRab,0.44248207627689795,0.0,0.5575179136947072,0.0,0.0,0.0,3,OGLE-LMC-RRLYR-12255,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-23788,RRd,0.0,0.0,0.0,0.7629619932166963,0.2370379962501764,0.0,4,OGLE-LMC-RRLYR-23788,datos\raw\periodos\OGLEIII\LMC\RRd.dat
OGLEIV_OGLE-BLG-RRLYR-27342,RRab,0.8882602703295316,0.0,0.11173971937622218,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-27342,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-12904,RRd,0.0,0.0,0.0,0.0,0.9999999901234059,0.0,5,OGLE-BLG-RRLYR-12904,datos\raw\periodos\OGLEIV\BLG\RRd.dat
OGLEIV_OGLE-LMC-RRLYR-25171,RRd,0.13292740649601387,0.0,0.0,0.8670725826307373,0.0,0.0,4,OGLE-LMC-RRLYR-25171,datos\raw\periodos\OGLEIV\LMC\RRd.dat
OGLEIV_OGLE-BLG-RRLYR-30963,RRab,0.9999999902013222,0.0,0.0,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-30963,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-21284,RRc,0.0,0.0,0.0,0.0,0.9999999898907196,0.0,5,OGLE-BLG-RRLYR-21284,datos\raw\periodos\OGLEIV\BLG\RRc.dat
OGLEIII_OGLE-LMC-RRLYR-14669,RRab,0.0,0.0,0.9743584586191404,0.0,0.025641531386213508,0.0,3,OGLE-LMC-RRLYR-14669,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-20826,RRab,0.574432187861622,0.01676856782467203,0.40879923288202924,0.0,0.0,0.0,1,OGLE-LMC-RRLYR-20826,datos\raw\periodos\OGLEIII\LMC\RRab.dat
